Date,Place,Content,Sea/Land/Harbour(0/1/2),Polarity,Subjectivity,Serial
18330814,Patagonas to B. Ayres,"The weather was miserable & I had nothing to do: the surrounding country is a swamp & in (December) summer overflowed by the Colorado, which collects the snow water on the Cordilleras. My chief amusement was watching the Indian families as they came to buy little articles at the Rancho where I stayed. is said that General Rosas has about six hundred Indian allies. They certainly were very numerous. The men are a tall exceedingly fine race; yet it is easy to see the same countenance, rendered hideous by the cold, want of food & less civilization, in the Fuegian savage. Some authors in defining the primary races of man have separated these two classes of Indians, but I cannot think this is correct. Amongst the young women, or Chinas, some deserved to be called even beautiful; their hair is coarse but exceedingly bright & black; they wear it in two plaits hanging down to the waist. They have a high colour & eyes which glisten with brilliancy. Their legs, feet & arms are small & elegantly formed. Round the wrist & ankle they wear broad bracelets of blue beads. Nothing could be more interesting than some of the family groups. Two or three Chinas (women) ride on one horse; a mother with her two daughters would thus often come to buy sugar & Yerba. They mount their horses with much delicacy; the horses have a broad band round their necks, which reaches just below the chest; this they use as a stirrup, but stand, when using it, even more in front of the horse than a man does. When on, they ride like a man, but with their knees tucked up much higher. When travelling, the Chinas always ride the loaded horses, hence perhaps this habit. Their duty is likewise to pack & unpack the horses & make the tents for the night; they are in short, like the wives of all Savages, useful slaves.
The men fight, hunt, take care of the horses & make the riding gear: One of their chief in doors occupation is the continual knocking of two stones together, till they are both round. The bolas or balls are very important weapons with the Indian; he catches his game, & his wild horses with them; in fighting his first attempt is to throw his adversaries horse, & when entangled by the fall to kill him with the Chusa or long spear. If the balls only catch the neck or body of an animal, they are often carried away & lost. As the mere making of the stones round is the labour of two days, the manufacture of the balls is the most usual employment of the Indians. Several of the men & women had their faces painted red, but I never saw the horizontal bands so common amongst the Fuegians. Once I saw a man with a little blue circle & straight line leading from it beneath each eye: Their chief pride is having all their things made of silver. I have seen a Cacique with silver stirrups, spurs, head-gear of silver chain, handle of knife &c. &c. — & occasionally some silver ornaments in the hair. From presents of General Rosas, their clothing was generally cloth, with some little fur. They all had recado's, iron bits, & stirrups.",1,0.05,0.459,611
18330815,Patagonas to B. Ayres,"General Rosas sent a message, that he should be glad to see me, before I started, by this means I lost a day, but subsequently his acquaintance was of the greatest utility.
General Rosas is a man of an extraordinary character; he has at present a most predominant influence in this country & probably may end by being its ruler. — He is said to be owner of 74 square leagues of country & has about three hundred thousand cattle. — His Estancias are admirably managed, & are far more productive of corn than any others in the country. He first gained his celebrity by his laws for his own Estancia & by disciplining several hundred workmen or Peons, so as to resist all the attacks of the Indians. — He is moreover a perfect Gaucho: — his feats of horsemanship are very notorious; he will fall from a doorway upon an unbroken colt as it rushes out of the Corral, & will defy the worst efforts of the animal. He wears the Gaucho dress & is said to have called upon Lord Ponsonby in it; apologising by saying at the same time he thought the costume of the country, the proper & therefore most respectful dress. — By these means he has obtained an unbounded popularity in the Camp, and in consequence despotic powers. — A man a short time since murdered another; being arrested [&] questioned, he answered, ""the man spoke disrespectfully of General Rosas & I killed him""; in one weeks time the murderer was at liberty. — In conversation he is enthusiastic, sensible & very grave. — His gravity is carried to a high pitch. I heard one of his mad buffoons (for he keeps two like the Barons of old) relate the following anecdote. I wanted very much to hear a piece of music, so I went to the General two or three times to ask him, he said to me, ""go about your business for I am engaged"". — ""I went again""; ""he said, If you come again I will punish you"". — A fifth time I asked him & he laughed. — I rushed out of the tent, but it was too late; he ordered two soldiers to catch & stake me. I begged by all the Saints in Heaven he would let me off; but it would not do. — When the General laughs he never spares mad man or sound man.""- The poor flighty gentleman looked quite dolorous at the very recollection of the Staking. — This is a very severe punishment; four posts are driven into the ground, & the man is extended by his arms & legs horizontally, & there left to hang stretch for several hours, — the idea is evidently taken from the usual method of drying hides.
My interview passed away without a smile & I obtained what I wanted, a passport and order for the government post horses, & this he gave me in the most obliging and ready manner. — When General Rosas, some months since, left B Ayres with his army, he struck in a direct line across the unknown country, & in his march left at wide intervals a posta of 5 men with a small troop of horses, so as to be able to send expresses to the Capital. — By these I travelled to Bahia Bianca & ultimately to Buenos Ayres. — I was altogether pleased with my interview with the terrible General. He is worth seeing, as being decidedly the most prominent character in S. America.",1,0.13,0.479,612
18330816,Patagonas to B. Ayres,"Started early in the morning. Mr Harris did not accompany me as he was not quite well, & I was anxious to arrive at Bahia Bianca, not knowing when the ship would be there. We passed the Toldos of the Indians, which are without the regular encampment. — They are little round ovens covered with hides, with the tapering Chusa stuck in the ground by its entrance. — They were divided into separate groups, which belonged to the different Cacique's tribes, & each group of huts were divided into smaller ones, apparently according to the relationship of the owners. — The first Posta lay along the course of the Colorado. — the diluvial plains on the side appeared fertile & it is said are well adapted for the growth of corn: the advantage of having willows trees will be very great for the Estancias which General Rosas intends making here. — This war of extermination, although carried on with the most shocking barbarity, will certainly produce great benefits; it will at once throw open four or 500 miles in length of fine country for the produce of cattle.
From the 2nd to 3rd Posta began the grand geological formation, which I believe continues the same to St Fe, a distance of at least 600 miles. — The country had a different appearance from that South of the Colorado: there were many different plants & grasses & not nearly so many spiny bushes, & these gradually became less frequent; untill a little to the North there is not a bush. — The plain is level & of a uniform brownish appearance; it is interrupted by nothing, till about 25 miles North of the river, with a belt of red dunes stretching as far as the eye reaches to the East & West. — These are invaluable in the country, for resting on the clay the [they] cause small lakes in the hollows & thus supply that most rare article, fresh water. The extreme value of depressions & elevations in the land is not often reflected on. — the two miserable springs in the long passage between the Rios Nigro & Colorado are formed by two trifling inequalities in the plain, without which there absolutely would be none & of course boring would be quite unsuccessful. — The belt of sand hills is about eight miles wide, on the Northern edge the fourth Posta is situated; as it was evening & the fresh horses were distant we determined to pass the night here. —
The house is at the base of a ridge between one & two hundred feet high, a most remarkable phenomenon in this country-from this ridge there was an excellent view of the Sierra Ventana, stretching across the country & not appearing as at Bahia Bianca as a solitary mountain. — This posta was commanded by a Negro Lieutenant born in Africa & to his credit be it said there was not a Rancho between the Colorado & B. Ayres in half nearly such neat order. He had a little room for strangers & a small Corral for the horses, all made of sticks & reeds. He had dug a ditch round the house, as a defence in case of being attacked; it would however be poor one if the Indians were to come. — His only comfort appeared to be that he would sell his life dear.
Some short time ago, a body of Indians had travelled past his house in the night. If they had been aware of the Posta our black friend & his four soldiers would assuredly have been slaughtered. — I did not anywhere meet a more obliging man than this Negro; it was therefore the more painful to see that he would not sit down and eat with us.",1,0.015,0.52,613
18330817,Patagonas to B. Ayres,"In the morning he sent for the horses very early & we started for another exhilarating gallop. We passed the Cabeza del Buey, an old name given to the head of a large marsh which extends from Bahia Bianca. Here we changed horses & passed through some leagues of swamps & saltpetre marshes; changing horses for the last time, we again began wading through the mud. My animal fell & I was well souzed in black mire, a very disagreeable accident, when one does not possess a change of clothes. Some miles from the Fort we met a man who told us that a great gun had been fired, which is a signal that Indians are near. We immediately left the road & followed the edge of a marsh, which when chased, offers the best mode of escape; we were glad to arrive within the walls, when we found all this alarm was about nothing, for the Indians turned out to be friendly ones, who wished to join General Rosas.",1,0.274,0.411,614
18330818,Patagonas to B. Ayres,"The Beagle had not arrived. I had nothing to do, no clean clothes, no books, nobody to talk with. I envied the very kittens playing on the floor. I was however lucky in a hospitable reception by Don Pablo, a friend of Harris.",1,0.117,0.611,615
18330819,Patagonas to Buenos Ayres,"I was anxious to see if the Beagle was in the mouth of the Bay. The Commandante lent me a soldier as guide & two horses; on the road we picked up two more; yet they were all such miserable horses, that one was left behind & the three others could hardly reach Anchor Stock hill, a distance of about 25 miles, where the Ship waters. My guide two months ago had a wonderful escape, he was out hunting with two companions, only a few leagues from the fort, when a party of Indians appeared, they balled the other two men & killed them. They then balled his horse, he jumped off & with his knife liberated the horses legs. Whilst doing this he was obliged to dodge behind his horse & thus received two bad Chusa wounds. Seizing an opportunity, he sprung on his horse, & could just manage to keep ahead of the Chusas till within sight of the Fort, when the Indians gave up the chase. From that time, there was an order against any individual leaving the fort. I did not know all this till near the coast, & had been surprised to see how earnestly my guide watched a deer which appeared to have been frightened from some other quarter.
After two hours rest, & not seeing the Beagle, we made an attempt to return; but only could manage two or three leagues & even then left a horse behind. In the morning we had caught an Armadillo, which was but a poor breakfast & dinner for two men. Where we slept at night the whole ground was thickly encrusted with saltpetre & of course no water.",1,-0.12,0.556,616
18330820,Patagonas to Buenos Ayres,"The next morning with nothing to eat or drink we started; the horses could hardly walk; at last that of the Gaucho was quite tired, & as a Gaucho cannot walk, I gave up my horse & took to my feet. The sun was very hot & about noon the dogs killed a kid which we roasted & I eat some, which made me intolerably thirsty. The road was full of little puddles from some recent rain, yet every drop quite undrinkable. At last I could walk no more, & was obliged to mount my horse, which was dreadful inhumanity as his back was quite raw. I had scarcely been 20 hours without water & only part of the time with a hot sun; yet my thirst rendered me very weak. How travellers manage to live in Africa I do not understand. Although I must confess my guide did not suffer at all & was astonished that one days deprivation should be so troublesome to me. I do not know whether the poor horse or myself were most glad to arrive at the Fort.",1,-0.066,0.519,617
18330821,Patagonas to Buenos Ayres,Bought a fine powerful young horse for £4-10s & rode about the neighbouring plains.,1,0.272,0.633,618
18330822,Patagones to Buenos Ayres,"So tired of doing nothing, I hired the same guide & started for Punta Alta, which is not so distant & commands a good view of the harbor. I went this time better provided with bread & meat & horns with water & made up my mind to sleep there so as not to fatigue the horses. When not very far from our destination, the Gaucho spied 3 people on horse-back hunting. He immediately dismounted & watched them intently. He said they dont ride like Christians & nobody can leave the Fort. The three hunters joined company, & dismounted also from their horses, at last one mounted again & rode over the hill out of sight. The Gaucho said, ""We must now get on our horses, load your pistol"" & he looked to his sword. I asked are they Indians. Quien Sabe? (who knows?), if they are no more than three it does not signify. It then struck me that the one man had gone over the hill to fetch the rest of his tribe; I suggested this; but all the answer I could extort was, Quien sabe? His head & eye never for a minute ceased scanning slowly the whole horizon. I thought his uncommon coolness rather too good a joke; & asked him why he did not return home. I was startled when he answered: ""We are returning, only near to a swamp, into which we can gallop the horses as far as they can go & then trust to our own legs. So that there is no danger"". I did not feel quite so confident of this & wanted to increase our pace. He said, no, not until until they do. When any little inequality concealed us, we galloped, then but when in sight, continued walking. At last we reached a valley, & when turning to the left galloped quickly to the foot of a hill, he gave me his horse to hold, made the dogs lie down, & crawled on his hands & knees to reconnoitre. He remained in this position for some time & at last, bursting out in laughter, exclaimed: ""Mugares"" (women). He knew them to be the wife & sister in law of the Majors son, hunting for Ostriches eggs.
I have described the mans conduct because he acted under the full impression they were Indians. As soon however as the absurd mistake was found out, he gave me a hundred reasons why they could not have been Indians; but all these were forgotten at the time.

After this we proceeded on to Punta Alta and ate our dinner in peace & quietness. Punta Alta is the place where I found so many bones last year. I employed the evening in seeking for more & marking the places. There was a beautiful sunset & everything was deliriously quiet & still. But the appearances were false; an hour after being in bed, very heavy rain began, but I slept through it & was very little wet.",1,0.112,0.527,619
18330823,Patagones to Buenos Ayres,"In the morning the rain did not cease, so we started on our return. In our path we saw a fresh track of a lion & commenced an unsuccessful chase: the dogs seemed to know what we were about & were not eager to find the beast.
In these plains a very curious animal, the Zorilla or Skunk, is sufficiently common. — Its habits resemble those of fitchet, but it is larger & the body much thicker in proportion. — Conscious of its power, it roams about the open camp by day & fears neither dogs or men. — if a dog is encouraged to attack one. — the fetid oil, which is ejected makes him instantly very sick & run at the nose. — Clothes once touched are for ever useless. — Every other animal makes room for the Zorilla.
On my return found my fellow traveller Harris arrived from the R. Colorado. A few days previously news had come that the Indians had murdered every soul in one of the Postas. — It was suspected that Bernantio's tribe, the same which the other day stopped here on the road to join General Rosas were the perpetrators. — Harris informed us, that a few miles from the Colorado he met these Indians, & that at the same instant an officer arrived bearing the following summary message, ""that if Bernantio failed to bring the heads of the murderers, it should be his bitterest day for not one of his tribe should be left in the Pampas"".",1,-0.12,0.373,620
18330824,Patagones to Buenos Ayres,The Ship was seen; its figure curiously altered by the refraction over the widely extended mud banks.,1,-0.1,0.7,621
18330825,Patagones to Buenos Ayres,"Rode down to the creek: but there was too much wind for a boat to leave the ship. — In the evening Commandante Miranda arrived with 300 men; with orders to accompany Bernantios tribe & examine the ""rastro"" or track of the murderers. — If the latter was guilty, the whole tribe was to be massacred, if not to follow the rastro even if it led them to Chili. — Many of Mirandas troops were Indians; nothing could be more wild or savage than the scene of their bivouaccing. — Some of them drank the warm, steaming blood of the beasts which were slaughtered for supper.
We subsequently heard that the rastro proved Bernantio to be guiltless. The Indians had escaped directly into the great plains or Pampas, & for some reason could not be pursued. — One glance at the Rastro tells to one of these people a whole history. — Supposing they examine the track of about a thousand horses, they will at once know, by the canter, how many men were with them, — by the depth of the impression, how many loaded horses; by the regularity of the footstep how far tired; by the manner in which the food is cooked whether the Indians were travelling very fast; by the general appearance of the rastro how old it is. — They consider one of 10 days or a fortnight old quite recent enough to be hunted out. — We also heard that Miranda started from the West end of the Sierra Ventana in a direct line to the Island of Churichoel; situated 70 leagues up the Rio Negro. — This is a distance of 2 or 300 miles & through a country entirely unknown. What other troops in the world are so independent? With the sun for their guide, mares-flesh for food, & the Recado's for beds, as long as there is water, these men would penetrate to the worlds end.",1,0.128,0.447,622
18330826,Patagones to Buenos Ayres,"A boat with Mr Chaffers arrived from the ship, we waited till the evening for a cow to be killed, to take fresh meat on board. We did not start till late, but the night was beautiful & calm. The ship had moved her berth, & we had a long hunt after her, at last arrived on board at 1/2 after one oclock.",2,0.096,0.435,623
18330827,Patagones to Buenos Ayres,"Whole day consumed in telling my travellers tales.
Actively employed in arranging things, in order to start to Buenos Ayres by land. — the feeling of excitement quite delightful after the indolence of the week spent at the fort of Bahia Bianca.",2,0.242,0.525,624
18330828,skip,skip,2,0.242,0.525,625
18330829,Patagones to Buenos Ayres,After dinner the Yawl started on a surveying cruise. I went in her. We slept at Punta Alta & I commenced a successful bone hunt. Leaving my servant & another man to continue their labours.,1,0.75,0.95,626
18330830,Patagones to Buenos Ayres,We the next morning set out for Fort; but did not arrive there till 9 o’clock at night.,1,0,0,627
18330831,Patagones to Buenos Ayres,"My guide or Vacciano not having come, I rode to Punta Alta, in order to superintend the excavation of the bones. It is a quiet retired spot & the weather beautiful; the very quietness is almost sublime, even in the midst of mud banks & gulls, sand hillocks & solitary vultures.",1,0.35,0.544,628
18330901,Patagones to Buenos Ayres,"Returned in the evening. During the last week the weather has been very hot & dry; in consequence of this all the pools & shallow lakes, which before contained saline water, now presented a level plain of salt-petre, as white as snow. This resemblance was the more complete from the edges of the pools appearing like drift heaps.",1,0.039,0.428,629
18330902,Patagones to Buenos Ayres,Nothing to be done.,1,0,0,630
18330903,Patagones to Buenos Ayres,"Harris & Mr Rowlett went to the Creek, from thence in the Yawl on board, in the road they would pick up my servant & the bones.",1,0,0,631
18330904,Patagones to Buenos Ayres,"These four days were lost in miserable ennui. A man, whom I had engaged to be my Vacciano, disappointed me & ultimately at some risk & much trouble I hired another. My only amusement was reading a Spanish edition published at Barcelona of the trial of Queen Caroline! Moreover I heard many curious anecdotes respecting the Indians. The whole place was under great excitement, there were continual reports of victories &c. A prisoner Cacique had given information of some Indians at the small Salinas.",1,-0.073,0.636,632
18330905,Patagones to Buenos Ayres,"On the 5th a party of a hundred men were sent against them. These Salinas only lie a few leagues out of the road between the Colorado & Bahia Bianca. The Chasca (or express) who brought this intelligence, was a very intelligent man & gave me an account of the last battle, at which he was present.
Some Indians, taken previously, gave information of a tribe North of the Colorado. Two hundred soldiers were sent. They first discovered the Indians, by the dust of their horses, in a wild mountainous country. My informer thought they were half as high as the Sierra Ventana, therefore between 1 & 2000 feet high. The Andes were clearly in sight, so that it must have been very far in the interior.

The Indians were about 112, women & childen & men, in number. They were nearly all taken or killed, very few escaped. Only one Christian was wounded. The Indians are now so terrified that they offer no resistance in body; but each escapes as well as he can, neglecting even his wife & children. The soldiers pursue & sabre every man. Like wild animals however they fight to the last instant. One Indian nearly cut off with his teeth the thumb of a soldier, allowing his own eye to be nearly pushed out of the socket. Another who was wounded, pretended death with a knife under his cloak, ready to strike the first who approached. My informer said, that when he was pursuing an Indian, the man cried out ""Companèro (friend) do not kill me,"" at the same time was covertly loosening the balls from round his body, meaning to whirl them round his head & so strike his adversary. ""I however struck him with my sabre to ground, then got off my horse & cut his throat.""

This is a dark picture; but how much more shocking is the unquestionable fact, that all the women who appear above twenty years old, are massacred in cold blood. I ventured to hint, that this appeared rather inhuman. He answered me, ""Why what can be done, they breed so. "" Every one here is fully convinced that this is the justest war, because it is against Barbarians. Who would believe in this age in a Christian, civilized country that such atrocities were committed? The children of the Indians are saved, to be sold or given away as a kind of slave, for as long a time as the owner can deceive them. But I believe in this respect there is little to complain of.

In the battle four men ran away together, they were pursued, one was killed, the other three were caught. They turned out to be Chascas (messengers or ambassadors) of the Indians. The Indians were on the point of holding a grand council, the feast of mares flesh was ready & the dance prepared. In the morning the Chascas were to return to the Cordilleras, where there is a great union of the Indians & from whence they were sent. They were remarkably fine young men, very fair, & above 6 feet high, all of them under 30 years old. The three surviving ones of course possessed very valuable information, to extort this they were placed in a line. The two first being questioned; answered, ""No se"", (I do not know), & were one after the other shot. The third also said ""No se"" adding, ""fine, I am a man & can die"". What noble patriots, not a syllable would they breathe to injure the united cause of their country! The conduct of the Cacique has been very different; his life will perhaps be spared, & he has confessed all the plans; & betrayed the point of union in the Andes. It is said there are already six or seven hundred together & that there will be in Summer time twice that number. Embassadors were to have been sent from this tribe to the Indians at the small Salinas near Bahia Bianca, whom I mentioned that this same Cacique had betrayed. The communication therefore extends from the Cordillera to the East coast. General Rosas's plan is to kill all stragglers & thus drive the rest to a common point. In the summer, with the assistance of the Chilians, they are to be attacked in a body, and this operation is to be repeated for three successive years. I imagine the summer is chosen as the time for the main attack, because the plains are then without water, & the Indians can only travel in particular directions. The escape of the Indians to the South of the Rio Negro, where in such a vast unknown country they would be safe, is prevented by a treaty with the Tehuelches to this effect, that Rosas pays them so much to slaughter every Indian who passes to the South of the river, but if they fail in doing this, they themselves shall be exterminated. The war is chiefly against the Indians near the Cordillera; for many of the tribes on this Eastern side are fighting with Rosas. The general however, like Lord Chesterfield, thinking that his friends may in a future day become his enemies, always places them in the front ranks, so that their numbers may be thinned.
If this warfare is successful, that is if all the Indians are butchered, a grand extent of country will be gained for the production of cattle: & the values of the R. Negro, Colorado, Sauce will be most productive in corn. The country will be in the hands of white Gaucho savages instead of copper-coloured Indians. The former being a little superior in civilization, as they are inferior in every moral virtue. By the above victory, a good many horses were recovered, which had been stolen from B. Blanca. Amongst the captive girls, were two very pretty Spanish ones, who had been taken by the Indians very young & now could only speak the Indian language. From their account, they must have come from Salta, a distance in a straight line of nearly one thousand miles. This gives one a grand idea of the immense territory over which the Indians can roam.

Great as it is, in another half century I think there will not be a wild Indian in the Pampas North of the Rio Negro. The warfare is too bloody to last; The Christians killing every Indian, & the Indians doing the same by the Christians.
I also heard some account of an engagement which took place, a few weeks previously to the one mentioned, at Churichoel. This is an island 70 leagues up the R. Negro & very important as being a pass for horses. A division of the army has at present its head quarters there; when they first arrived, they found a tribe of Indians & killed between twenty & thirty men. The Cacique escaped in a manner which astonished every one. The chief Indians always have one or two picked horses, which they keep ready for any urgent occasion. On one of these, an old white horse, the Cacique sprung taking with him his little son; the horse had neither saddle or bridle; to avoid the shots, the Indian rode in the peculiar method of his nation namely an arm round the horses neck & one leg only on the back; thus hanging on one side, he was seen patting the horses head & talking to him.
The pursuers urged every effort in the chase; the Commandante three times changed his horse. But it all would not do. The old Indian father with his son escaped & were free. What a fine picture can one form in ones mind;. the naked bronze like figure of the old Indian with his little boy, riding like a Mazeppa on the white horse, thus leaving far behind the host of his pursuers.
I saw one day a soldier striking fire with a piece of flint; which I immediately recognized as having been a part of the head of an arrow. He told me it was found near the island of Churichoel, & that they were frequently picked up there. It was between two & three inches long, & therefore twice as large as those used in Tierra del Fuego; it was made of opake cream-coloured flint, but the point & barbs had been intentionally broken off. It is well known that no Pampas Indians now use bows & arrows; I believe a small tribe in Banda Oriental must be excepted, but they are widely separated from the Pampas Indians & border close to those tribes which inhabit the forest & live on foot.
It appears therefore to me that these heads of arrows are antiquarian relics of the Indians before the great changes in habit consequent on the introduction of horses into South America. This & the invention of catching animals with the balls would certainly render the use of arrows in an open country quite superfluous.
In N: America bones of horses have been found in close proximity to those of the Mastodon; and I at St Fe Bajada found a horses tooth in the same bank with parts of a Megatherium; if it had not been a horses tooth, I never should have for an instant doubted its being coeval with the Megatherium. Yet the change of habits, proved by the frequency of the arrow heads, convinces me that the horse was not an original inhabitant.",1,0.102,0.466,633
18330906,skip,skip,1,0.102,0.466,634
18330907,skip,skip,1,0.102,0.466,635
18330908,Sierra de la Ventana,"Having at last obtained a Vacciano & passport for government horses from General Rosas, I started for Buenos Ayres. — The distance is about 400 miles. — The weather was favourable, but remarkably hazy; I thought it the forerunner of a gale, but the Gauchos tell me it is the smoke from the camp at some great distance being on fire. — To the first Posta 4 leagues, the plain without any bushes but varied by values. — The 2d Posta is on the R Sauce, a deep, rapid little river, not above 25 feet wide. It is quite impassable here & the whole distance to the sea, & forms by this means a useful barrier against the Indians. Where the road crosses it, about a league further up, the water does not reach to the horses belly. The Jesuit Falkner, whose information, drawn from the Indians, is generally so very correct in his map, makes it a great river, sea arising in the Andes. — I think he is right, — for the soldiers say, that in the middle of summer, there are floods, at the same time with the Colorado; if so it is clear there must be a channel for the snow water, although it is probably dry during the greater part of the year.
The valley of the Sauce, appears very fertile, it is about a mile wide, there are large tracts of a wild Turnip much resembling the European, they are good to eat but rather acrid. — I arrived here in the afternoon, & getting fresh horses & a guide started for the Sierra de la Ventana. — The distance was about 6 leagues, & the ride interesting, as the mountain began to show its true form. — I do not think Nature ever made a more solitary desolate looking mountain; it well deserves the name of Hurtado or separated. — its height, calculated by angular measurement from the ship, is between 3 & 4000 feet, — it is very steep, rough & broken. — It is so completely destitute of all trees, that we were unable to find even a stick to stretch out the meat for roasting, our fire being made of dry thistle stalks. — The strangeness of its appearance chiefly is caused by its abrupt rise from the sea-like plain, which not only comes up to the foot of the mountain, but separates the parallel ridges or chains. — The uniformity of the colouring gives gre extreme quietness to the view. — The whitish-grey of the quartz rock & the light brown colour of the withered grass of the plain is unbroken by the brighter tints of a single bush.
When we arrived at the foot of the main chain, we had much difficulty in finding water; & were afraid we should pass the night without any; it seems that all the streamlets, after flowing a few hundred yards in the plain bury themselves; at last we found some, it was then growing dark & we bivouacced for the night. — The night was very clear & cold, the dew, which in the early part wetted the yergas of the Recado, was in the morning ice. — The water in the kettle was also a solid block. — The place where we slept could not I think have been more than 700 feet above level of the sea, so that I suppose the neighbourhead of the mountain caused this unusual degree of cold. — The highest part of the Sierra is composed of four peaks in a gradually lowering order. — The two highest of these can alone be seen from Bahia Blanca. — To this part a ridge or saddle back appears to join, — our halting place was at the foot of this.",1,0.072,0.432,636
18330909,Sierra de la Ventana,"In the morning the guide told me to ascend the ridge & that I could walk along its edge to the very summit. The climbing up such very rough rocks was fatiguing; the sides are so indented that what is gained in one five minutes is often lost in the next. At last when I reached the summit of the ridge, my disappointment was great to find a precipitous valley, as deep as the plain, separating me from the four peaks. This valley is very narrow & the sides steep; it forms a fine horse pass, as the bottom is flat with turf, & connects the plains on each side of the mountain. Whilst crossing it, I saw two horses grazing. I immediately hid myself in the long grass & began with my telescope to reconnoitre them, as I could see no sign of Indians, I proceeded cautiously on my second ascent. It was late in the day, & this part of the mountain, like the other was steep & very rugged. I was on the top of the second peak by two o’clock, but got there with extreme difficulty; every twenty yards I had the cramp in the upper parts of both thighs, so that I was afraid, I should not have been able to have descended; it was also necessary to find out a new road to the horses, as it was out of the question to return over the saddle-back. I was thus obliged to give up the two higher peaks; their altitude was but little greater & every purpose of geology was answered; it was not therefore worth the hazard of any further exertion. I presume the cause of the cramp was the great change in kind of muscular action from that of hard riding to still harder climbing — it is a lesson worth remembering, as in some cases it might cause much difficulty.
The ice which in many places coated the rocks was very refreshing & rendered superfluous the water, which I actually carried to the summit in the corner of a cape of the Indian-rubber cloth. Altogether I was much disappointed in this mountain; we had heard of caves, of forests, of beds of coal, of silver & gold &c &c, instead of all this, we have a desert mountain of pure quartz rock. I had hoped the view would at least have been imposing; it was nothing; the plain was like the ocean without its beautiful colour or defined horizon. The scene however was novel, & a little danger, like salt to meat, gave it a relish. That the danger was very little was clear, by my two companions making a good fire, a thing never done when it is suspected Indians are near. I returned by so easy a road, that if I had found it out in the morning I could have with ease reached the highest peak. I reached the horses at sun-set, & drinking much mattee & smoking several little cigaritos, made up my bed for the night. It blew furiously, but I never passed a more comfortable night.",1,0.099,0.451,637
18330910,Sierra de la Ventana,"In the morning we fairly scudded before the gale, & arrived by the middle of the day at the Sauce Posta. On the road we saw very great numbers of deer & near the mountain a Guanaco. I should think this latter animal was not to be found any further North on this side of S. America. The plain which abuts against the Sierra is traversed by curious ravines, they are not above 20 feet wide & at least 30 deep; there are very few places where they are passable. I staid the evening at the Posta, the conversation, as is universally the case, being about the Indians. The Sierra de la Ventana, was formerly, a great place of resort for the Indians; three or four years ago there was much fighting there; my guide was present when many men were killed; the women escaped to the saddle back & fought most desperately with big stones; many of them thus saved themselves.",1,0.105,0.38,638
18330911,Sierra de la Ventana,"Proceeded on to the 3d Posta, in company with the Lieutenant who commands it. The distance is called fifteen leagues; but it is only guess-work & generally too much. The road was uninteresting over a dry grassy plain, & on our left hand at a greater or less distance were low hills, a chain of which we crossed close to the Posta. Before our arrival we met a large herd of cattle & horses, guarded by fifteen soldiers, we were told that many had been lost. It is very difficult to drive animals across these plains; if a lion or even a fox approaches the horses in the night, nothing can prevent their dispersing in every direction; and a storm will have the same effect. A short time since, an officer left Buenos Ayres with 500 horses; when he arrived at the army he had under twenty. Shortly afterwards we perceived by the cloud of dust that a party of horsemen were approaching; my companions perceived at a great distance, by the streaming hair, that they were Indians. The Indians often have a narrow fillet round their heads, but never any covering; the long black hair blowing across their faces heightens to an uncommon degree the wildness of their appearance. They turned out to be a part of Bernantio's tribe going to a Salina for salt. The Indians eat much salt, the children sucking it like sugar; it is a curious contrast with the Gauchos, who living the same life, eat scarcely any. My companions seemed to think there was not the slightest danger in meeting these gentlemen, & they know best, but I heard the Commandante of Bahia Blanca tell one of our officers, that he thought it unsafe for two or three to visit them, although they are professedly the most friendly Indians.",1,0.124,0.426,639
